Covidence #,Study ID,Title,Reviewer Name,DOI,Title,Lead author contact details,Year,Pages,"Notes (e.g., Why does the paper not fit the framework?)",FunVsUtility,PlayVsGame,SkillVsChance,SocialVsSolo,SequentialVsSimultaneous,SynchronousVsAsynchronous,CompetitiveVsCollaborative,SymmeticalVsAsymmetrical,Experiential Play Value Classification,"Study funding sources (e.g., NSF, NIH, EU Grant)",study_char_methods,study_char_interview,study_char_workshop,study_char_field_study,study_char_usability,study_char_modality,study_char_context,Community of focus,Participant Groups,User involvement,Use of proxies,Method of recruitment of participants,study_char_issue,Contribution type,Total Number of Participants:,Disabled Total,Specialist Total,Without Disability Total,Older adults Total,Caregivers Total,Other Total,Gender (number of participants):,Male Disabled,"Male Specialist (e.g., Therapist)",Male Without disability,Male Older adults,Male Caregivers,Male Other,Female Disabled,"Female Specialist (e.g., Therapist)",Female Without disability,Female Older adults,Female Caregivers,Female Other,MTF transgender Disabled,"MTF transgender Specialist (e.g., Therapist)",MTF transgender Without disability,MTF transgender Older adults,MTF transgender Caregivers,MTF transgender Other,FTM transgender Disabled,"FTM transgender Specialist (e.g., Therapist)",FTM transgender Without disability,FTM transgender Older adults,FTM transgender Caregivers,FTM transgender Other,"Non-binary, genderqueer, fluid Disabled","Non-binary, genderqueer, fluid Specialist (e.g., Therapist)","Non-binary, genderqueer, fluid Without disability","Non-binary, genderqueer, fluid Older adults","Non-binary, genderqueer, fluid Caregivers","Non-binary, genderqueer, fluid Other",Other Disabled,"Other Specialist (e.g., Therapist)",Other Without disability,Other Older adults,Other Caregivers,Other Other,Sexual orientation (number of participants):,Heterosexual / Straight Disabled,"Heterosexual / Straight Specialist (e.g., Therapist)",Heterosexual / Straight Without disability,Heterosexual / Straight Older adults,Heterosexual / Straight Caregivers,Heterosexual / Straight Other,Gay / Lesbian Disabled,"Gay / Lesbian Specialist (e.g., Therapist)",Gay / Lesbian Without disability,Gay / Lesbian Older adults,Gay / Lesbian Caregivers,Gay / Lesbian Other,Bisexual Disabled,"Bisexual Specialist (e.g., Therapist)",Bisexual Without disability,Bisexual Older adults,Bisexual Caregivers,Bisexual Other,Pansexual Disabled,"Pansexual Specialist (e.g., Therapist)",Pansexual Without disability,Pansexual Older adults,Pansexual Caregivers,Pansexual Other,Asexual Disabled,"Asexual Specialist (e.g., Therapist)",Asexual Without disability,Asexual Older adults,Asexual Caregivers,Asexual Other,Other Disabled,"Other Specialist (e.g., Therapist)",Other Without disability,Other Older adults,Other Caregivers,Other Other,Participant Ages (number of participants):,0-2 (Infant/Toddler) Disability,"0-2 (Infant/Toddler) Specialist (e.g., Therapist)",0-2 (Infant/Toddler) Without disability,0-2 (Infant/Toddler) Older adults,0-2 (Infant/Toddler) Casegivers,0-2 (Infant/Toddler) Other,3-6 (Early Childhood) Disability,"3-6 (Early Childhood) Specialist (e.g., Therapist)",3-6 (Early Childhood) Without disability,3-6 (Early Childhood) Older adults,3-6 (Early Childhood) Casegivers,3-6 (Early Childhood) Other,6-12  (Middle Childhood) Disability,"6-12  (Middle Childhood) Specialist (e.g., Therapist)",6-12  (Middle Childhood) Without disability,6-12  (Middle Childhood) Older adults,6-12  (Middle Childhood) Casegivers,6-12  (Middle Childhood) Other,13-17 (Adolescence) Disability,"13-17 (Adolescence) Specialist (e.g., Therapist)",13-17 (Adolescence) Without disability,13-17 (Adolescence) Older adults,13-17 (Adolescence) Casegivers,13-17 (Adolescence) Other,18-25 (Emerging Adulthood) Disability,"18-25 (Emerging Adulthood) Specialist (e.g., Therapist)",18-25 (Emerging Adulthood) Without disability,18-25 (Emerging Adulthood) Older adults,18-25 (Emerging Adulthood) Casegivers,18-25 (Emerging Adulthood) Other,26-40 (Early Adulthood) Disability,"26-40 (Early Adulthood) Specialist (e.g., Therapist)",26-40 (Early Adulthood) Without disability,26-40 (Early Adulthood) Older adults,26-40 (Early Adulthood) Casegivers,26-40 (Early Adulthood) Other,40-65 (Middle Adulthood) Disability,"40-65 (Middle Adulthood) Specialist (e.g., Therapist)",40-65 (Middle Adulthood) Without disability,40-65 (Middle Adulthood) Older adults,40-65 (Middle Adulthood) Casegivers,40-65 (Middle Adulthood) Other,>66 (Late Adulthood) Disability,">66 (Late Adulthood) Specialist (e.g., Therapist)",>66 (Late Adulthood) Without disability,>66 (Late Adulthood) Older adults,>66 (Late Adulthood) Casegivers,>66 (Late Adulthood) Other,"Adult (Over 18, but undisclosed age) Disability","Adult (Over 18, but undisclosed age) Specialist (e.g., Therapist)","Adult (Over 18, but undisclosed age) Without disability","Adult (Over 18, but undisclosed age) Older adults","Adult (Over 18, but undisclosed age) Casegivers","Adult (Over 18, but undisclosed age) Other","Minor (Under 18, but undisclosed age) Disability","Minor (Under 18, but undisclosed age) Specialist (e.g., Therapist)","Minor (Under 18, but undisclosed age) Without disability","Minor (Under 18, but undisclosed age) Older adults","Minor (Under 18, but undisclosed age) Casegivers","Minor (Under 18, but undisclosed age) Other",Primary Country,Secondary Countries (Comma separated)
548,Oren 2008,Evaluation of spatial abilities within a 2D auditory platform game,Consensus,10.1145/1414471.1414515,Evaluation of spatial abilities within a 2D auditory platform game,Michael A. Oren,2008,2,,"Totally fun first (i.e., Entertainment game reappropriated)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Mostly Symmetrical (i.e., Uno)",Challenge (Testing physical or mental abilities against others or self),NSF,Controlled experiment,Not applicable,Not Applicable,Not Applicable,Not Applicable,PC,Research lab,Blind or low vision (BLV),People with disabilities; People without disabilities,Not applicable,No,Undisclosed,Increasing understanding of users,Empirical; Artifact,,9,0,18,0,0,0,,7,0,8,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,9,0,18,0,0,0,N/A,0,N/A,0,0,0,USA,N/A
547,Torrente 2012,Reusable game interfaces for people with disabilities,Consensus,10.1145/2384916.2385004,Reusable game interfaces for people with disabilities,Javier Torrente,2012,2,,"Mostly utility first (i.e., primary utilitarian mechanic designed first)","Game with rigid rules (i.e., video game)","Undisclosed/Unkown, but the paper does include a game/play system or experience","Entirely Solo (i.e., Solitaire)","Undisclosed/Unkown, but the paper does include a game/play system or experience","Entirely Synchronous (i.e., RTS game)","Undisclosed/Unkown, but the paper does include a game/play system or experience","Entirely Asymetrical (i.e., Keep talking nobody explodes)","Fantasy (i.e., role playing)",N/A,Usability testing,Not applicable,Not Applicable,Not Applicable,Exert analysis,Mobile,Unknown,General disability or accessibility,People with disabilities,User evaluation with stakeholders with disabilities,No,Undisclosed,Increasing digital access,Artifact,,15,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,"0
",0,N/A,0,"0
",0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,"0
",0,0,0,0,Spain,N/A
546,Madeo 2011,Brazilian sign language multimedia hangman game: a prototype of an educational and inclusive application,Consensus,10.1145/2049536.2049623,Brazilian sign language multimedia hangman game: a prototype of an educational and inclusive application,Renata C. B. Madeo,2011,2,,"Both fun and utility first (i.e., Design workshop with diverse stakeholders)","Game with rigid rules (i.e., video game)","Equally skill and chance based (i.e., Catan)","Entirely Solo (i.e., Solitaire)","Entirely Turn-based (i.e., Tic Tak Toe)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Undisclosed/Unkown, but the paper does include a game/play system or experience",Challenge (Testing physical or mental abilities against others or self),,Usability testing,Not applicable,Not Applicable,Not Applicable,Exert analysis,PC,Unknown,Deaf or hard of hearing (DHH); Communication / Speech,People with disabilities,User evaluation with stakeholders with disabilities,No,Undisclosed,Supporting communication,Artifact,,4,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brazil,
545,Gerling 2013,Wheelchair-based game design for older adults,Consensus,10.1145/2513383.2513436,Wheelchair-based game design for older adults,Kathrin M. Gerling,2013,8,N/A,"Mostly fun first (i.e., Design workshop with disabled stakeholders)","Game with rigid rules (i.e., video game)","Mostly skill-based (i.e.,  Mario Cart)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),"NSERC, SURFNET, GRAND NCE",Interview; Workshop or design session; Case study; Controlled experiment; Survey,Semi-structured interview,Role playing; Bodystormming; Design probe,Not Applicable,Not Applicable,Assistive Device; PC; Other: Kinect,"Disability community space (i.e., Day program)",Motor of physical impairment; Older adult,People with disabilities; Older adults,Participatory design with stakeholders without disabilities; User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Personal informatics and changing behavior; Increasing opportunities for enrichment ,Empirical; Artifact,,0,0,12,10,0,0,,4,0,6,4,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,22,0,12,0,0,0,0,0,0,0,0,0,Canada,N/A
544,Smeddinck 2013,"Visual complexity, player experience, performance and physical exertion in motion-based games for older adults",Consensus,10.1145/2513383.2517029,"Visual complexity, player experience, performance and physical exertion in motion-based games for older adults",Jan Smeddinck,2013,8,,"Mostly utility first (i.e., primary utilitarian mechanic designed first)","Game with rigid rules (i.e., video game)","Mostly skill-based (i.e.,  Mario Cart)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),Klaus Tschira Foundation ,Interview; Usability testing; Controlled experiment; Survey; Telemetry / Big data / CSCW,Structured interview,Not Applicable,Not Applicable,Exert analysis; Other: SAM,Tangible Interface; PC,"Research lab; Disability community space (i.e., Day program)",Older adult,Older adults,User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Increasing physical access; Increasing understanding of users; Increasing opportunities for enrichment ,Empirical; Artifact,,0,0,0,15,0,0,,2,N/A,N/A,2,N/A,N/A,13,N/A,N/A,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Germany,Canada
543,Brashear 2006,American sign language recognition in game development for deaf children,Consensus,10.1145/1168987.1169002,American sign language recognition in game development for deaf children,Helene Brashear,2006,8,N/A,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Turns are taken, but some actions can be taken at anytime (i.e., Pandemic)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Both Symetrical and Asymetrical (i.e., Pandemic—similar turn structure with different character abilities)",Challenge (Testing physical or mental abilities against others or self),"NSF grant,  RERC on Mobile Wireless Technologies for
Persons with Disabilities funded by the NIDRR of the US Dept. of Education (DoE)",Field study; Controlled experiment,Not applicable,Not Applicable,Wizard of Oz,Not Applicable,Wearable; PC,School,Deaf or hard of hearing (DHH),People with disabilities,Not applicable,No,"Convienience sampling (i.e., Day program)",Supporting communication,Empirical,,5,0,0,0,0,0,,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,Korea
525,Buschmann 2014,Online learning system for teaching basic skills to people with developmental disabilities,Consensus,10.1145/2661334.2661391,Online learning system for teaching basic skills to people with developmental disabilities,Luke Buschmann,2014,2,N/A,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Entirely Turn-based (i.e., Tic Tak Toe)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),N/A,Interview; Workshop or design session; Field study,Semi-structured interview,Mock-up,Ethnography,Not Applicable,Tablet,"Disability community space (i.e., Day program); Remote / Zoom",Intellectual or developmental disability (IDD),People with disabilities,Participatory design with stakeholders with disabilities; User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Increasing independence; Education,Artifact,,7,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,USA,N/A
524,Galbraith 2014,Does it look beautiful? communicating aesthetic information about artwork to the visually impaired,Consensus,10.1145/2661334.2661411,Does it look beautiful? communicating aesthetic information about artwork to the visually impaired,Caroline Galbraith,2014,2,N/A,"Mostly utility first (i.e., primary utilitarian mechanic designed first)","Unstructured play (i.e., no rules, making art)","Entirely chance-based (i.e., all dice)","Mostly social, but aspects are independent (i.e., House on Hill haunt transition)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Collaborative (i.e., Pandemic)","Entirely Asymetrical (i.e., Keep talking nobody explodes)","Sensory (i.e., kaleidoscope)",Toyota,Field study; Case study,Not applicable,Not Applicable,Ethnography,Not Applicable,No Technology,"Public space (i.e., Bowling alley)",Blind or low vision (BLV),People with disabilities; People without disabilities,Not applicable,No,Undisclosed,Increasing physical access; Increasing understanding of users,Empirical,,6,0,6,0,0,0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USA,N/A
509,Montague 2014,Motor-impaired touchscreen interactions in the wild,Consensus,10.1145/2661334.2661362,Motor-impaired touchscreen interactions in the wild,Kyle Montague,2014,8,,"Totally fun first (i.e., Entertainment game reappropriated)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Entirely Turn-based (i.e., Tic Tak Toe)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),"RCUK, SIDE",Controlled experiment; Telemetry / Big data / CSCW,Not applicable,Not Applicable,Not Applicable,Not Applicable,Mobile,Home,Motor of physical impairment,People with disabilities,Not applicable,No,Clinic,Increasing understanding of users,Empirical,,"9
",0,0,0,0,0,,"4
",N/A,N/A,N/A,N/A,N/A,"5
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5
",N/A,N/A,N/A,N/A,N/A,"3
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"United Kingdom	",
505,Rello 2014,A computer-based method to improve the spelling of children with dyslexia,Consensus,10.1145/2661334.2661373,A computer-based method to improve the spelling of children with dyslexia,Luz Rello,2014,8,,"Mostly utility first (i.e., primary utilitarian mechanic designed first)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Follows a set of steps (i.e., Viticulture's dynamic turn ordering)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),,Usability testing; Controlled experiment; Survey,Not applicable,Not Applicable,Not Applicable,Think aloud,Tablet,School,Intellectual or developmental disability (IDD),People with disabilities,User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Education,Artifact,,48,0,0,0,0,0,,19,N/A,N/A,N/A,N/A,N/A,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spain,
504,Caro 2014,Designing exergames combining the use of fine and gross motor exercises to support self-care activities,Consensus,https://doi.org/10.1145/2661334.2661403,Designing Exergames Combining the Use of Fine and Gross Motor Exercises to Support Self-care Activities,Karina Caro,2014,2,,"Mostly fun first (i.e., Design workshop with disabled stakeholders)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Most actions can be taken at any time, but there are some phases (i.e., PvP death reset timer)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)","Fantasy (i.e., role playing); Challenge (Testing physical or mental abilities against others or self)",CONACyT,Workshop or design session,Not applicable,Affinity diagram; Ideation; Prototyping,Not Applicable,Not Applicable,PC; Other: Kinect,Research lab,Autism; Motor of physical impairment,"Specialists (e.g., therapists, teachers)",Participatory design with stakeholders without disabilities,No,Undisclosed,Increasing independence; Personal informatics and changing behavior,Artifact,,0,4,0,0,0,0,,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,México,N/A
503,Milne 2014,BraillePlay: educational smartphone games for blind children,Consensus,10.1145/2661334.2661377,BraillePlay: educational smartphone games for blind children,Lauren R. Milne,2014,8,,"Mostly fun first (i.e., Design workshop with disabled stakeholders)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Mix of solo and social affordances (i.e., Animal Crossing)","Entirely Turn-based (i.e., Tic Tak Toe)","Mostly Synchronous with few asychronous affordances (i.e., League of Legends)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),DOE,Interview; Survey; Telemetry / Big data / CSCW,Semi-structured interview,Not Applicable,Not Applicable,Not Applicable,Mobile,Home,Blind or low vision (BLV),People with disabilities; Caregivers,User evaluation with stakeholders without disabilities; User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Increasing digital access; Education; Increasing opportunities for enrichment ,Empirical; Artifact,,8,0,0,0,8,0,,3,0,0,0,N/A,0,5,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,,0,0,0,0,0,0,5,0,0,0,0,0,3,"0
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,"0
",0,USA,N/A
502,Kaminer 2014,An immersive physical therapy game for stroke survivors,Consensus,10.1145/2661334.2661340,An immersive physical therapy game for stroke survivors,Conor Kaminer,2014,2,N/A,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Flexible game (i.e., board game with house rules)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)","Sensory (i.e., kaleidoscope); Challenge (Testing physical or mental abilities against others or self)",N/A,Field study,Not applicable,Not Applicable,Cultural,Not Applicable,Wearable; Tangible Interface; Virtual Reality,School,Motor of physical impairment,People with disabilities,User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Increasing independence; Personal informatics and changing behavior; Increasing opportunities for enrichment ,Artifact,,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,US,N/A
